,ID,Country,Managed By,Fulfill Via,Shipment Mode,PQ_Sent_Date,PO_Sent_Date,Scheduled Delivery Date,Delivered_Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Unit of Measure (Per Pack),Quantity,Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Insurance_USD,Freight_Cost_USD,Weight_KG,Year,Lead_Time_Days,Delivery_Delay_Days,On_Time_Flag,Procurement_Days,Reporting_Lag_Days,Freight_Cost_Per_KG,Freight_Pct_of_Value,Total_Landed_Cost,Order_Year,Order_Month,Order_Quarter,Order_Size_Category
4876,52258,Côte d'Ivoire,PMO - US,Direct Drop,Air,2014-01-31,2014-03-03,2014-12-04,2014-12-04,2014-12-08,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),30,2500,50000.0,20.0,0.67,Mylan (formerly Matrix) Nashik,Yes,51.4,3978.49,343.0,2014.0,276.0,0.0,True,31.0,4.0,11.599096209912537,0.0795698,54029.89,2014.0,3.0,1.0,Medium
4877,52280,Kenya,PMO - US,Direct Drop,Air,2009-09-16,2009-10-22,2010-01-11,2010-01-11,2010-01-11,HRDT,HIV test,"Trinity Biotech, Plc",20,1000,32000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,62.72,4259.57,347.0,2009.0,81.0,0.0,True,36.0,0.0,12.275417867435158,0.1331115625,36322.29,2009.0,10.0,4.0,Small
4878,52286,Vietnam,PMO - US,Direct Drop,Air,2011-04-21,2011-05-02,2011-07-26,2011-07-26,2011-07-26,ARV,Adult,STRIDES ARCOLAB LIMITED,30,33000,135300.0,4.1,0.14,"Strides, Bangalore, India.",No,223.24,15089.11,3828.0,2011.0,85.0,0.0,True,11.0,0.0,3.9417737722048067,0.11152335550628234,150612.34999999998,2011.0,5.0,2.0,Large
4879,52341,Dominican Republic,PMO - US,Direct Drop,Air,2012-12-17,2013-01-11,2013-08-10,2013-08-10,2013-08-10,HRDT,HIV test,"Trinity Biotech, Plc",20,412,13184.0,32.0,1.6,"Trinity Biotech, Plc",Yes,16.31,1375.8,123.0,2013.0,211.0,0.0,True,25.0,0.0,11.185365853658537,0.10435376213592233,14576.109999999999,2013.0,1.0,1.0,Small
4880,52353,Vietnam,PMO - US,Direct Drop,Air,2013-01-29,2013-02-06,2013-07-01,2013-07-01,2013-07-01,ARV,Adult,HETERO LABS LIMITED,60,6900,56649.0,8.21,0.14,Hetero Unit III Hyderabad IN,No,70.07,8163.83,1736.0,2013.0,145.0,0.0,True,8.0,0.0,4.702667050691244,0.14411251743190523,64882.9,2013.0,2.0,1.0,Medium
4881,52354,Zambia,PMO - US,Direct Drop,Air,2014-08-19,2014-09-19,2015-03-11,2015-03-11,2015-03-31,HRDT,HIV test,"Orgenics, Ltd",100,1364,109120.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,112.18,7845.09,553.0,2014.0,173.0,0.0,True,31.0,20.0,14.186419529837252,0.07189415322580646,117077.26999999999,2014.0,9.0,3.0,Medium
4882,52364,Uganda,PMO - US,Direct Drop,Air,2014-06-11,2014-06-23,2014-11-06,2014-11-06,2014-11-07,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),60,724,4300.56,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,4.42,1042.36,82.0,2014.0,136.0,0.0,True,12.0,1.0,12.71170731707317,0.24237773685287492,5347.34,2014.0,6.0,2.0,Small
4883,52367,Ghana,PMO - US,Direct Drop,Ocean,2014-04-30,2014-07-08,2014-11-10,2014-11-10,2014-11-12,ARV,Adult,STRIDES ARCOLAB LIMITED,30,167716,535014.04,3.19,0.11,"Strides, Bangalore, India.",Yes,549.99,24636.23,10803.0,2014.0,125.0,0.0,True,69.0,2.0,2.280498935480885,0.04604781960488363,560200.26,2014.0,7.0,3.0,Large
4884,52380,South Africa,PMO - US,Direct Drop,Ocean,2011-03-11,2011-03-30,2012-01-09,2012-01-09,2012-01-09,ARV,Pediatric,GLAXOSMITHKLINE EXPORT LIMITED,240,17337,160887.36,9.28,0.04,GSK Mississauga (Canada),Yes,265.46,3755.91,6680.0,2011.0,285.0,0.0,True,19.0,0.0,0.5622619760479042,0.02334496631680699,164908.72999999998,2011.0,3.0,1.0,Large
4885,52383,Côte d'Ivoire,PMO - US,Direct Drop,Air,2013-04-18,2013-05-21,2014-01-31,2014-01-31,2014-02-03,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",20,1900,55100.0,29.0,1.45,Chembio Diagnostics Sys. Inc.,Yes,68.16,7153.63,763.0,2013.0,255.0,0.0,True,33.0,3.0,9.375661861074706,0.12982994555353902,62321.79,2013.0,5.0,2.0,Medium
4886,52388,South Africa,PMO - US,Direct Drop,Truck,2014-09-11,2014-10-09,2015-08-24,2015-08-24,2015-08-24,ARV,Adult,PHARMACY DIRECT,30,36,534.69,14.85,0.5,Mylan (formerly Matrix) Nashik,No,0.55,,,2014.0,319.0,0.0,True,28.0,0.0,,,,2014.0,10.0,4.0,Small
4887,52398,Uganda,PMO - US,Direct Drop,Ocean,2013-07-08,2013-07-30,2013-11-08,2013-11-08,2013-11-13,ARV,Adult,STRIDES ARCOLAB LIMITED,30,71348,227600.12,3.19,0.11,"Strides, Bangalore, India.",Yes,281.54,8144.11,4334.0,2013.0,101.0,0.0,True,22.0,5.0,1.8791209044762343,0.0357825382517373,236025.77,2013.0,7.0,3.0,Large
4888,52436,"Congo, DRC",PMO - US,Direct Drop,Air,2014-04-23,2014-05-20,2014-09-05,2014-09-05,2014-09-16,HRDT,HIV test,"Trinity Biotech, Plc",20,2,64.0,32.0,1.6,"Trinity Biotech, Plc",No,0.07,3196.31,112.0,2014.0,108.0,0.0,True,27.0,11.0,28.53848214285714,49.94234375,3260.38,2014.0,5.0,2.0,Small
4889,52460,Rwanda,PMO - US,Direct Drop,Air,2011-10-26,2011-11-11,2012-01-27,2012-01-27,2012-01-27,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),60,1395,10755.45,7.71,0.13,ABBVIE Ludwigshafen Germany,Yes,17.75,3035.87,188.0,2011.0,77.0,0.0,True,16.0,0.0,16.148244680851064,0.28226341064297633,13809.07,2011.0,11.0,4.0,Medium
4890,52465,Uganda,PMO - US,Direct Drop,Air,2013-05-17,2013-06-14,2013-08-16,2013-08-16,2013-08-16,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),60,60678,491491.8,8.1,0.13,Mylan (formerly Matrix) Nashik,Yes,607.98,28304.85,8402.0,2013.0,63.0,0.0,True,28.0,0.0,3.368822899309688,0.057589668840863674,520404.62999999995,2013.0,6.0,2.0,Large
4891,52488,Nigeria,PMO - US,Direct Drop,Air,2014-05-16,2014-06-02,2014-08-19,2014-09-09,2014-09-29,HRDT,HIV test,"Orgenics, Ltd",100,3154,280706.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,288.57,19112.91,1279.0,2014.0,99.0,21.0,False,17.0,20.0,14.943635652853791,0.0680887120332305,300107.48,2014.0,6.0,2.0,Medium
4892,52520,South Africa,PMO - US,Direct Drop,Truck,2010-04-30,2010-05-05,2010-05-12,2010-05-12,2010-05-12,ARV,Adult,S. BUYS WHOLESALER,30,200,9382.78,46.91,1.56,"Aspen-OSD, Port Elizabeth, SA",No,20.23,,,2010.0,7.0,0.0,True,5.0,0.0,,,,2010.0,5.0,2.0,Small
4893,52524,South Africa,PMO - US,Direct Drop,Truck,2013-07-11,2014-08-27,2014-08-27,2014-08-27,2014-08-27,ARV,Adult,S. BUYS WHOLESALER,30,23,502.94,21.87,0.73,"Aurobindo Unit III, India",No,0.62,,,2014.0,0.0,0.0,True,412.0,0.0,,,,2014.0,8.0,3.0,Small
4894,52540,Ethiopia,PMO - US,Direct Drop,Air,2011-01-13,2011-02-01,2011-05-04,2011-05-04,2011-05-04,ARV,Adult,Aurobindo Pharma Limited,30,1625,21125.0,13.0,0.43,"Aurobindo Unit III, India",Yes,34.86,1206.62,111.0,2011.0,92.0,0.0,True,19.0,0.0,10.87045045045045,0.057118106508875735,22366.48,2011.0,2.0,1.0,Medium
4895,52541,Vietnam,PMO - US,Direct Drop,Air,2014-04-08,2014-04-30,2014-10-30,2014-10-30,2014-11-04,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),60,10000,81000.0,8.1,0.13,Mylan (formerly Matrix) Nashik,No,83.27,3708.72,2235.0,2014.0,183.0,0.0,True,22.0,5.0,1.6593825503355704,0.04578666666666666,84791.99,2014.0,4.0,2.0,Medium
4896,52617,Rwanda,PMO - US,Direct Drop,Air,2011-12-06,2011-12-13,2012-01-24,2012-01-24,2012-01-24,ARV,Adult,Aurobindo Pharma Limited,30,2800,14980.0,5.35,0.18,"Aurobindo Unit VII, IN",Yes,21.0,2964.49,273.0,2011.0,42.0,0.0,True,7.0,0.0,10.858937728937729,0.1978965287049399,17965.489999999998,2011.0,12.0,4.0,Medium
4897,52629,Côte d'Ivoire,PMO - US,Direct Drop,Air,2010-08-26,2010-09-16,2010-11-22,2010-11-22,2010-11-22,HRDT,HIV test,"Orgenics, Ltd",100,275,21367.5,77.7,0.78,Inverness Japan,Yes,46.07,2319.8,64.0,2010.0,67.0,0.0,True,21.0,0.0,36.246875,0.10856674856674857,23733.37,2010.0,9.0,3.0,Small
4898,52631,Liberia,PMO - US,Direct Drop,Air,2011-08-04,2011-08-18,2011-10-20,2011-10-20,2011-10-20,HRDT,HIV test,"Standard Diagnostics, Inc.",25,70,1400.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,2.31,648.95,25.0,2011.0,63.0,0.0,True,14.0,0.0,25.958000000000002,0.46353571428571433,2051.2599999999998,2011.0,8.0,3.0,Small
4899,52636,Haiti,PMO - US,Direct Drop,Ocean,2013-08-21,2013-10-24,2014-05-09,2014-05-09,2014-05-12,ARV,Pediatric,Aurobindo Pharma Limited,240,2040,3080.4,1.51,0.01,"Aurobindo Unit III, India",Yes,3.81,2214.69,820.0,2013.0,197.0,0.0,True,64.0,3.0,2.7008414634146343,0.718961823139852,5298.900000000001,2013.0,10.0,4.0,Medium
4900,52646,Guyana,PMO - US,Direct Drop,Air,2011-07-11,2011-07-27,2011-11-30,2011-11-30,2011-11-30,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),300,51,4192.2,82.2,0.27,ABBVIE (Abbott) Logis. UK,Yes,6.92,1454.81,99.0,2011.0,126.0,0.0,True,16.0,0.0,14.695050505050505,0.3470278135585134,5653.93,2011.0,7.0,3.0,Small
4901,52670,South Africa,PMO - US,Direct Drop,Truck,2013-07-11,2014-08-27,2014-08-27,2014-08-27,2014-08-27,ARV,Pediatric,S. BUYS WHOLESALER,240,34,932.3,27.42,0.11,"Aurobindo Unit III, India",No,1.15,,,2014.0,0.0,0.0,True,412.0,0.0,,,,2014.0,8.0,3.0,Small
4902,52677,Uganda,PMO - US,Direct Drop,Air,2013-10-23,2013-10-30,2014-03-04,2014-03-04,2014-03-05,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),300,188,5794.16,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,5.96,2553.06,221.0,2013.0,125.0,0.0,True,7.0,1.0,11.552307692307693,0.4406264238474602,8353.179999999998,2013.0,10.0,4.0,Small
4903,52687,Nigeria,PMO - US,Direct Drop,Air,2014-05-16,2014-06-02,2014-08-19,2014-08-27,2014-09-04,HRDT,HIV test,"Orgenics, Ltd",100,6340,564260.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,580.06,37297.95,2571.0,2014.0,86.0,8.0,False,17.0,8.0,14.50717619603267,0.06610064509268776,602138.01,2014.0,6.0,2.0,Medium
4904,52704,Uganda,PMO - US,Direct Drop,Air,2009-11-25,2009-12-02,2010-03-09,2010-03-09,2010-03-09,ARV,Pediatric,EMCURE PHARMACEUTICALS LTD,60,384,10018.56,26.09,0.43,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,19.64,990.07,40.0,2009.0,97.0,0.0,True,7.0,0.0,24.75175,0.0988235834291555,11028.269999999999,2009.0,12.0,4.0,Small
4905,52706,Vietnam,PMO - US,Direct Drop,Air,2011-12-15,2012-01-16,2012-05-16,2012-05-16,2012-05-16,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),30,42392,597727.2,14.1,0.47,Mylan (formerly Matrix) Nashik,No,838.01,13850.65,6142.0,2012.0,121.0,0.0,True,32.0,0.0,2.255071637902963,0.023172192933498762,612415.86,2012.0,1.0,1.0,Large
4906,52710,South Africa,PMO - US,Direct Drop,Truck,2014-04-30,2014-06-26,2014-06-25,,2014-06-25,ARV,Pediatric,PHARMACY DIRECT,300,2,44.13,22.06,0.07,ABBVIE (Abbott) Logis. UK,Yes,0.05,,,2014.0,,,False,57.0,,,,,2014.0,6.0,2.0,Small
4907,52725,Sudan,PMO - US,Direct Drop,Air,2011-02-05,2011-02-25,2011-04-23,2011-04-23,2011-04-23,HRDT,HIV test,"Trinity Biotech, Plc",20,132,4224.0,32.0,1.6,"Trinity Biotech, Plc",Yes,6.97,1595.38,50.0,2011.0,57.0,0.0,True,20.0,0.0,31.907600000000002,0.37769412878787884,5826.35,2011.0,2.0,1.0,Small
4908,52736,Ghana,PMO - US,Direct Drop,Air,2014-03-24,2014-04-23,2014-07-17,2014-07-17,2014-07-17,ARV,Adult,STRIDES ARCOLAB LIMITED,30,47716,152214.04,3.19,0.11,"Strides, Bangalore, India.",Yes,156.48,22734.92,3077.0,2014.0,85.0,0.0,True,30.0,0.0,7.388664283392915,0.14936151750521828,175105.44000000003,2014.0,4.0,2.0,Large
4909,52756,Burundi,PMO - US,Direct Drop,Air,2012-02-17,2012-04-09,2012-06-05,2012-06-05,2012-06-05,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",1,23,563.5,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,0.79,1327.6,21.0,2012.0,57.0,0.0,True,52.0,0.0,63.219047619047615,2.355989352262644,1891.8899999999999,2012.0,4.0,2.0,Small
4910,52793,Ghana,PMO - US,Direct Drop,Air,2014-08-11,2014-09-25,2015-04-10,2015-04-10,2015-04-13,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),60,11022,21933.78,1.99,0.03,"Mylan,  H-12 & H-13, India",Yes,22.55,12580.0,1976.0,2014.0,197.0,0.0,True,45.0,3.0,6.366396761133603,0.5735445509164403,34536.33,2014.0,9.0,3.0,Large
4911,52795,Zambia,PMO - US,Direct Drop,Air,2011-12-22,2012-01-24,2012-03-05,2012-03-05,2012-03-05,ARV,Adult,Aurobindo Pharma Limited,30,100000,735000.0,7.35,0.24,"Aurobindo Unit III, India",Yes,1030.47,51294.87,9389.0,2012.0,41.0,0.0,True,33.0,0.0,5.463294280541059,0.0697889387755102,787325.34,2012.0,1.0,1.0,Large
4912,52799,Dominican Republic,PMO - US,Direct Drop,Air,2011-06-21,2011-08-04,2011-10-07,2011-10-07,2011-10-07,HRDT,HIV test,"Orgenics, Ltd",100,1000,92000.0,92.0,0.92,Inverness Japan,Yes,151.8,8776.57,399.0,2011.0,64.0,0.0,True,44.0,0.0,21.99641604010025,0.0953975,100928.37000000001,2011.0,8.0,3.0,Small
4913,52803,South Africa,PMO - US,Direct Drop,Truck,2014-09-11,2015-03-09,2015-03-09,2015-03-09,2015-03-09,ARV,Pediatric,PHARMACY DIRECT,240,4,20.67,5.17,0.02,"Aurobindo Unit III, India",No,0.02,,,2015.0,0.0,0.0,True,179.0,0.0,,,,2015.0,3.0,1.0,Small
4914,52837,Nigeria,PMO - US,Direct Drop,Air,2014-12-08,2015-03-13,2015-06-30,2015-06-26,2015-07-02,HRDT,HIV test,"Orgenics, Ltd",100,4657,414473.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,487.83,21672.24,2307.0,2015.0,105.0,-4.0,True,95.0,6.0,9.394122236671002,0.05228866536541585,436633.07,2015.0,3.0,1.0,Medium
4915,52853,South Africa,PMO - US,Direct Drop,Truck,2014-09-11,2015-05-11,2015-05-12,2015-05-12,2015-05-12,ARV,Pediatric,PHARMACY DIRECT,60,9,143.1,15.9,0.26,"BMS Evansville, US",No,0.15,,,2015.0,1.0,0.0,True,242.0,0.0,,,,2015.0,5.0,2.0,Small
4916,52854,South Africa,South Africa Field Office,Direct Drop,Truck,2013-03-18,,2013-04-16,2013-04-16,2013-04-16,ARV,Pediatric,S. BUYS WHOLESALER,240,91,2074.51,22.8,0.1,GSK Mississauga (Canada),No,2.57,,,,,0.0,True,,0.0,,,,,,,Small
4917,52856,Vietnam,PMO - US,Direct Drop,Air,2009-10-20,2009-11-13,2010-03-17,2010-03-17,2010-03-17,ARV,Adult,Aurobindo Pharma Limited,60,24612,35687.4,1.45,0.02,"Aurobindo Unit III, India",Yes,69.95,17541.06,4762.0,2009.0,124.0,0.0,True,24.0,0.0,3.68354892902142,0.4915196960271693,53298.41,2009.0,11.0,4.0,Large
4918,52871,South Africa,PMO - US,Direct Drop,Air,2010-03-18,2010-03-19,2010-08-24,2010-09-20,2010-09-20,ARV,Adult,Aurobindo Pharma Limited,60,33711,85288.83,2.53,0.04,"Aurobindo Unit III, India",Yes,183.88,2016.42,1810.0,2010.0,185.0,27.0,False,1.0,0.0,1.1140441988950276,0.023642251863462072,87489.13,2010.0,3.0,1.0,Large
4919,52945,Haiti,PMO - US,Direct Drop,Ocean,2013-01-30,2013-03-07,2013-07-25,2013-07-25,2013-07-25,ARV,Adult,HETERO LABS LIMITED,60,30096,247088.16,8.21,0.14,Hetero Unit III Hyderabad IN,Yes,305.65,7567.99,4278.0,2013.0,140.0,0.0,True,36.0,0.0,1.769048620850865,0.03062870353642198,254961.8,2013.0,3.0,1.0,Large
4920,52963,Cameroon,PMO - US,Direct Drop,Air,2013-08-19,2013-08-23,2013-11-07,2013-11-07,2013-11-08,ARV,Adult,Aurobindo Pharma Limited,30,32426,150780.9,4.65,0.16,"Aurobindo Unit VII, IN",Yes,186.52,26980.59,3234.0,2013.0,76.0,0.0,True,4.0,1.0,8.342792207792208,0.17893904334037003,177948.00999999998,2013.0,8.0,3.0,Large
4921,52973,South Africa,PMO - US,Direct Drop,Truck,2014-09-11,2014-10-09,2015-07-24,2015-07-24,2015-07-24,ARV,Adult,PHARMACY DIRECT,60,7,126.22,18.03,0.3,"Aurobindo Unit III, India",No,0.13,,,2014.0,288.0,0.0,True,28.0,0.0,,,,2014.0,10.0,4.0,Small
4922,52999,Côte d'Ivoire,PMO - US,Direct Drop,Air,2010-02-02,2010-02-03,2010-03-05,2010-03-05,2010-03-05,ARV,Adult,Aurobindo Pharma Limited,30,1461,29950.5,20.5,0.68,"Aurobindo Unit III, India",Yes,64.57,1664.12,154780.0,2010.0,30.0,0.0,True,1.0,0.0,0.010751518284016022,0.05556234453514966,31679.19,2010.0,2.0,1.0,Medium
4923,53002,Rwanda,PMO - US,Direct Drop,Air,2012-05-16,2012-06-01,2012-06-29,2012-06-29,2012-06-29,ARV,Adult,Aurobindo Pharma Limited,30,1467,29340.0,20.0,0.67,"Aurobindo Unit III, India",Yes,41.13,4822.01,114.0,2012.0,28.0,0.0,True,16.0,0.0,42.29833333333333,0.1643493524199046,34203.14,2012.0,6.0,2.0,Medium
4924,53064,Kenya,PMO - US,Direct Drop,Air,2010-09-27,2010-11-22,2011-02-10,2011-02-10,2011-02-10,HRDT,HIV test,"Orgenics, Ltd",100,1,89.0,89.0,0.89,Inverness Japan,Yes,0.19,14515.01,1370.0,2010.0,80.0,0.0,True,56.0,0.0,10.594897810218978,163.09,14604.2,2010.0,11.0,4.0,Small
4925,53106,Haiti,PMO - US,Direct Drop,Ocean,2013-02-07,2013-03-22,2013-09-02,2013-09-02,2013-09-02,ARV,Pediatric,Aurobindo Pharma Limited,60,1393,6407.8,4.6,0.08,"Aurobindo Unit III, India",No,7.93,7117.39,3504.0,2013.0,164.0,0.0,True,43.0,0.0,2.031218607305936,1.1107384749836138,13533.12,2013.0,3.0,1.0,Medium
4926,53108,Rwanda,PMO - US,Direct Drop,Air,2014-02-05,2014-02-28,2014-04-04,2014-04-04,2014-04-22,ARV,Pediatric,MICRO LABS LIMITED,30,924,1755.6,1.9,0.06,"Micro labs, Verna, Goa, India",Yes,1.8,1411.52,45.0,2014.0,35.0,0.0,True,23.0,18.0,31.36711111111111,0.8040100250626566,3168.92,2014.0,2.0,1.0,Small
4927,53226,Tanzania,PMO - US,Direct Drop,Air,2010-12-27,2011-05-02,2011-06-27,2011-06-27,2011-06-27,HRDT,HIV test,"Standard Diagnostics, Inc.",25,10000,200000.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,330.0,23489.63,3334.0,2011.0,56.0,0.0,True,126.0,0.0,7.045479904019197,0.11744815,223819.63,2011.0,5.0,2.0,Medium
4928,53233,South Africa,PMO - US,Direct Drop,Truck,2010-04-19,2010-04-21,2010-05-31,2010-05-31,2010-05-31,ARV,Pediatric,S. BUYS WHOLESALER,60,10,164.62,16.46,0.27,"BMS Meymac, France",No,0.35,,,2010.0,40.0,0.0,True,2.0,0.0,,,,2010.0,4.0,2.0,Small
4929,53234,Côte d'Ivoire,PMO - US,Direct Drop,Air,2012-12-14,2013-01-15,2013-06-04,2013-06-04,2013-06-04,HRDT,HIV test,"Orgenics, Ltd",100,2945,235600.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,291.44,125.42,1280.0,2013.0,140.0,0.0,True,32.0,0.0,0.097984375,0.0005323429541595926,236016.86000000002,2013.0,1.0,1.0,Medium
4930,53254,South Africa,PMO - US,Direct Drop,Truck,2013-07-11,2014-08-29,2014-08-29,2014-08-29,2014-08-29,ARV,Pediatric,S. BUYS WHOLESALER,240,135,3650.16,27.04,0.11,"Aurobindo Unit III, India",No,4.52,,,2014.0,0.0,0.0,True,414.0,0.0,,,,2014.0,8.0,3.0,Small
4931,53272,Nigeria,PMO - US,Direct Drop,Air,2013-08-13,2013-10-15,2014-01-24,2014-01-24,2014-02-05,HRDT,HIV test,"Trinity Biotech, Plc",20,31842,1018944.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1260.43,77833.24,9312.0,2013.0,101.0,0.0,True,63.0,12.0,8.35838058419244,0.0763861802022486,1098037.67,2013.0,10.0,4.0,Large
4932,53281,Tanzania,PMO - US,Direct Drop,Air,2011-06-24,2011-07-14,2011-10-05,2011-10-05,2011-10-05,HRDT,HIV test,"Trinity Biotech, Plc",20,450,14400.0,32.0,1.6,"Trinity Biotech, Plc",Yes,23.76,2242.31,149.0,2011.0,83.0,0.0,True,20.0,0.0,15.049060402684564,0.15571597222222222,16666.07,2011.0,7.0,3.0,Small
4933,53292,Kenya,PMO - US,Direct Drop,Air,2010-09-27,2010-11-22,2011-02-10,2011-02-10,2011-02-10,HRDT,HIV test,"Orgenics, Ltd",100,2849,253561.0,89.0,0.89,Inverness Japan,Yes,546.68,9162.21,783.0,2010.0,80.0,0.0,True,56.0,0.0,11.701417624521072,0.036134145235268825,263269.89,2010.0,11.0,4.0,Medium
4934,53327,Mali,PMO - US,Direct Drop,Air,2013-12-16,2014-01-22,2014-03-19,2014-03-19,2014-03-24,HRDT,HIV test,"Orgenics, Ltd",100,431,34480.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,35.45,5346.38,186.0,2014.0,56.0,0.0,True,37.0,5.0,28.743978494623658,0.1550574245939675,39861.829999999994,2014.0,1.0,1.0,Small
4935,53338,South Africa,PMO - US,Direct Drop,Ocean,2010-08-31,2010-09-24,2010-12-08,2010-12-08,2010-12-08,ARV,Adult,Aurobindo Pharma Limited,60,77143,565458.19,7.33,0.12,"Aurobindo Unit III, India",Yes,1219.13,3161.68,3894.0,2010.0,75.0,0.0,True,24.0,0.0,0.8119363122752953,0.005591359460192805,569839.0,2010.0,9.0,3.0,Large
4936,53349,Guyana,PMO - US,Direct Drop,Air,2012-01-17,2012-04-09,2012-06-18,2012-06-18,2012-06-18,HRDT,HIV test,"Orgenics, Ltd",100,300,30000.0,100.0,1.0,"Alere Medical Co., Ltd.",Yes,42.06,3825.21,137.0,2012.0,70.0,0.0,True,83.0,0.0,27.92124087591241,0.127507,33867.27,2012.0,4.0,2.0,Small
4937,53371,Zambia,PMO - US,Direct Drop,Air,2011-08-31,2011-09-19,2012-08-16,2012-08-16,2012-08-16,HRDT,HIV test,"Trinity Biotech, Plc",20,7280,232960.0,32.0,1.6,"Trinity Biotech, Plc",Yes,384.38,25818.23,2391.0,2011.0,332.0,0.0,True,19.0,0.0,10.798088665830196,0.1108268801510989,259162.61000000002,2011.0,9.0,3.0,Medium
4938,53421,South Africa,PMO - US,Direct Drop,Truck,2010-04-19,2010-04-21,2010-06-04,2010-06-04,2010-06-04,ARV,Adult,S. BUYS WHOLESALER,60,200,1213.75,6.07,0.1,"BMS Meymac, France",Yes,2.62,,,2010.0,44.0,0.0,True,2.0,0.0,,,,2010.0,4.0,2.0,Small
4939,53532,Tanzania,PMO - US,Direct Drop,Air,2012-07-31,2012-10-04,2012-12-07,2012-12-07,2012-12-07,HRDT,HIV test,"Orgenics, Ltd",100,2744,219520.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,307.77,22223.95,1303.0,2012.0,64.0,0.0,True,65.0,0.0,17.05598618572525,0.10123883928571428,242051.72,2012.0,10.0,4.0,Medium
4940,53556,Tanzania,PMO - US,Direct Drop,Air,2013-08-23,2013-09-09,2013-11-21,2013-11-21,2013-11-21,ARV,Adult,Aurobindo Pharma Limited,60,19000,216600.0,11.4,0.19,"Aurobindo Unit III, India",Yes,267.93,9612.49,1909.0,2013.0,73.0,0.0,True,17.0,0.0,5.035353588266108,0.04437899353647276,226480.41999999998,2013.0,9.0,3.0,Large
4941,53560,Nigeria,PMO - US,Direct Drop,Air,2013-06-10,2013-07-10,2013-11-07,2013-11-08,2013-11-17,HRDT,HIV test,"Orgenics, Ltd",100,3038,270382.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,334.46,21084.84,1234.0,2013.0,121.0,1.0,False,30.0,9.0,17.086580226904378,0.07798167037746595,291801.30000000005,2013.0,7.0,3.0,Medium
4942,53591,Ethiopia,PMO - US,Direct Drop,Air,2012-01-10,2012-01-23,2012-04-25,2012-04-25,2012-04-25,HRDT,HIV test,"Trinity Biotech, Plc",20,165,5280.0,32.0,1.6,"Trinity Biotech, Plc",Yes,7.4,794.72,138.0,2012.0,93.0,0.0,True,13.0,0.0,5.758840579710145,0.15051515151515152,6082.12,2012.0,1.0,1.0,Small
4943,53616,Haiti,PMO - US,Direct Drop,Ocean,2013-02-07,2013-03-22,2013-09-02,2013-09-02,2013-09-02,ARV,Pediatric,Aurobindo Pharma Limited,240,1932,2762.76,1.43,0.01,"Aurobindo Unit III, India",No,3.42,7117.39,3504.0,2013.0,164.0,0.0,True,43.0,0.0,2.031218607305936,2.576188304449174,9883.570000000002,2013.0,3.0,1.0,Medium
4944,53618,South Africa,PMO - US,Direct Drop,Ocean,2011-03-10,2011-03-24,2012-01-04,2012-01-04,2012-01-04,ARV,Adult,Aurobindo Pharma Limited,60,6155,91894.15,14.93,0.25,"Aurobindo Unit III, India",Yes,151.63,146.5,590.0,2011.0,286.0,0.0,True,14.0,0.0,0.2483050847457627,0.0015942255301343994,92192.28,2011.0,3.0,1.0,Medium
