,ID,Country,Managed By,Fulfill Via,Shipment Mode,PQ_Sent_Date,PO_Sent_Date,Scheduled Delivery Date,Delivered_Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Unit of Measure (Per Pack),Quantity,Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Insurance_USD,Freight_Cost_USD,Weight_KG,Year,Lead_Time_Days,Delivery_Delay_Days,On_Time_Flag,Procurement_Days,Reporting_Lag_Days,Freight_Cost_Per_KG,Freight_Pct_of_Value,Total_Landed_Cost,Order_Year,Order_Month,Order_Quarter,Order_Size_Category
2531,12724,Nigeria,PMO - US,From RDC,Air,,,2007-09-20,2007-09-20,2007-09-20,ARV,Pediatric,SCMS from RDC,240,1622,10056.4,6.2,0.03,"Aurobindo Unit III, India",No,16.09,13873.0,2846.0,,,0.0,True,,0.0,4.874560787069571,1.3795195099638042,23945.49,,,,Medium
2532,12729,Mozambique,PMO - US,From RDC,Air,,,2007-11-29,2007-11-29,2007-11-29,ARV,Adult,SCMS from RDC,30,37300,463266.0,12.42,0.41,"Cipla, Goa, India",No,741.23,10879.28,7341.0,,,0.0,True,,0.0,1.4819888298596922,0.023483873195960854,474886.51,,,,Large
2533,12734,Côte d'Ivoire,PMO - US,From RDC,Air,,,2007-11-13,2007-11-13,2007-11-13,ARV,Adult,SCMS from RDC,60,6,48.9,8.15,0.14,"Aurobindo Unit III, India",No,0.08,10137.04,2143.0,,,0.0,True,,0.0,4.73030331311246,207.30143149284257,10186.02,,,,Small
2534,12735,Zimbabwe,PMO - US,From RDC,Air,,,2007-11-16,2007-11-16,2007-11-16,ARV,Adult,SCMS from RDC,60,22,162.8,7.4,0.12,"Cipla, Goa, India",No,0.26,7364.52,2262.0,,,0.0,True,,0.0,3.2557559681697614,45.236609336609334,7527.580000000001,,,,Small
2535,12736,Côte d'Ivoire,PMO - US,From RDC,Air,,,2008-02-19,2008-02-19,2008-02-19,ARV,Adult,SCMS from RDC,30,44000,88000.0,2.0,0.07,"Cipla, Goa, India",No,140.8,12349.51,7191.0,,,0.0,True,,0.0,1.7173564177444027,0.14033534090909092,100490.31,,,,Large
2536,12737,Côte d'Ivoire,PMO - US,From RDC,Air,,,2008-03-06,2008-02-19,2008-02-19,ARV,Adult,SCMS from RDC,60,44400,328560.0,7.4,0.12,"Cipla, Goa, India",No,525.7,8321.29,4689.0,,,-16.0,True,,0.0,1.7746406483258692,0.02532654614073533,337406.99,,,,Large
2537,12738,Guyana,PMO - US,From RDC,Air,,,2007-11-07,2007-11-07,2007-11-07,ARV,Adult,SCMS from RDC,120,986,81049.2,82.2,0.68,ABBVIE Ludwigshafen Germany,No,129.68,4807.0,402.0,,,0.0,True,,0.0,11.957711442786069,0.059309653889242586,85985.87999999999,,,,Small
2538,12739,Côte d'Ivoire,PMO - US,From RDC,Air,,,2007-11-22,2007-11-22,2007-11-22,ARV,Pediatric,SCMS from RDC,240,96,2400.0,25.0,0.1,"Aurobindo Unit III, India",No,3.84,25563.0,9248.0,,,0.0,True,,0.0,2.7641652249134947,10.65125,27966.84,,,,Small
2539,11724,Zimbabwe,PMO - US,From RDC,Truck,,,2007-06-12,2007-06-12,2007-06-12,ARV,Adult,SCMS from RDC,60,534,5217.18,9.77,0.16,"Ranbaxy, Paonta Shahib, India",No,8.35,1013.24,153.0,,,0.0,True,,0.0,6.622483660130719,0.1942121989273899,6238.77,,,,Small
2540,12741,Haiti,PMO - US,From RDC,Air,,,2007-12-05,2007-12-05,2007-12-05,ARV,Pediatric,SCMS from RDC,90,500,8000.0,16.0,0.18,"Aurobindo Unit III, India",No,12.8,2523.6,285.0,,,0.0,True,,0.0,8.854736842105263,0.31545,10536.4,,,,Small
2541,12742,Haiti,PMO - US,From RDC,Air,,,2007-12-05,2007-12-05,2007-12-05,ARV,Pediatric,SCMS from RDC,100,480,2635.2,5.49,0.05,"Aurobindo Unit III, India",No,4.22,2523.6,285.0,,,0.0,True,,0.0,8.854736842105263,0.9576502732240437,5163.0199999999995,,,,Small
2542,12748,Côte d'Ivoire,PMO - US,From RDC,Air,,,2007-11-30,2007-11-30,2007-11-30,ARV,Adult,SCMS from RDC,60,488,34160.0,70.0,1.17,GSK Ware (UK),No,54.66,1392.0,219.0,,,0.0,True,,0.0,6.3561643835616435,0.040749414519906324,35606.66,,,,Small
2543,12749,Côte d'Ivoire,PMO - US,From RDC,Air,,,2007-12-18,2007-12-18,2007-12-18,ARV,Adult,SCMS from RDC,120,403,16563.3,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,26.5,1603.44,88.0,,,0.0,True,,0.0,18.220909090909092,0.0968067957472243,18193.239999999998,,,,Small
2544,12751,Nigeria,PMO - US,From RDC,Air,,,2007-12-03,2007-12-03,2007-12-03,ARV,Adult,SCMS from RDC,60,645,2134.95,3.31,0.06,"Aurobindo Unit III, India",No,3.42,18208.0,3286.0,,,0.0,True,,0.0,5.541083384053561,8.528536968078878,20346.37,,,,Small
2545,12752,Nigeria,PMO - US,From RDC,Air,,,2007-12-03,2007-12-03,2007-12-03,ARV,Adult,SCMS from RDC,60,1542,11565.0,7.5,0.12,"Cipla, Goa, India",No,18.5,18208.0,3286.0,,,0.0,True,,0.0,5.541083384053561,1.5744055339386078,29791.5,,,,Medium
2546,12753,Mozambique,PMO - US,From RDC,Air,,,2008-02-08,2008-02-08,2008-02-08,ARV,Adult,SCMS from RDC,84,210,8055.6,38.36,0.46,ABBVIE (Abbott) Logis. UK,Yes,12.89,740.16,63.0,,,0.0,True,,0.0,11.748571428571427,0.0918814241024877,8808.65,,,,Small
2547,12754,Côte d'Ivoire,PMO - US,From RDC,Air,,,2007-12-14,2007-12-14,2007-12-14,ARV,Adult,SCMS from RDC,60,40000,296000.0,7.4,0.12,"Cipla, Goa, India",Yes,473.6,13325.0,4026.0,,,0.0,True,,0.0,3.309736711376056,0.04501689189189189,309798.6,,,,Large
2548,12755,Nigeria,PMO - US,From RDC,Air,,,2008-01-09,2008-01-09,2008-01-09,HRDT,HIV test,SCMS from RDC,40,375,28500.0,76.0,1.9,Bio-Rad Laboratories,Yes,45.6,3147.0,411.0,,,0.0,True,,0.0,7.656934306569343,0.11042105263157895,31692.6,,,,Small
2549,12756,Nigeria,PMO - US,From RDC,Air,,,2008-01-09,2008-01-09,2008-01-09,ARV,Adult,SCMS from RDC,60,125,1018.75,8.15,0.14,"Aurobindo Unit III, India",No,1.63,2230.0,447.0,,,0.0,True,,0.0,4.988814317673378,2.1889570552147237,3250.38,,,,Small
2550,12759,Ethiopia,PMO - US,From RDC,Air,,,2007-12-20,2007-12-20,2007-12-20,ARV,Adult,SCMS from RDC,60,9691,92064.5,9.5,0.16,"Aurobindo Unit III, India",Yes,147.3,6483.0,899.0,,,0.0,True,,0.0,7.211345939933259,0.07041802214751615,98694.8,,,,Medium
2551,12760,Mozambique,PMO - US,From RDC,Air,,,2008-04-08,2008-04-05,2008-04-05,ARV,Adult,SCMS from RDC,60,2067,144690.0,70.0,1.17,GSK Ware (UK),No,231.5,8118.64,5092.0,,,-3.0,True,,0.0,1.5943912018853104,0.056110581242656714,153040.14,,,,Medium
2552,11735,Zimbabwe,PMO - US,From RDC,Truck,,,2007-05-20,2007-05-20,2007-05-20,ARV,Adult,SCMS from RDC,60,470,4591.9,9.77,0.16,"Ranbaxy, Paonta Shahib, India",No,7.346338678885069,1956.93,553.0,,,0.0,True,,0.0,3.53875226039783,0.4261699949911802,6556.176338678885,,,,Small
2553,12762,Zimbabwe,PMO - US,From RDC,Air,,,2008-01-14,2008-01-14,2008-01-14,ARV,Adult,SCMS from RDC,30,1600,3200.0,2.0,0.07,"Cipla, Goa, India",No,5.12,12130.9,4091.0,,,0.0,True,,0.0,2.965265216328526,3.79090625,15336.02,,,,Medium
2554,12763,Haiti,PMO - US,From RDC,Air,,,2008-03-08,2008-03-08,2008-03-08,ARV,Adult,SCMS from RDC,60,3000,24450.0,8.15,0.14,"Aurobindo Unit III, India",No,39.12,2587.9,195.0,,,0.0,True,,0.0,13.271282051282052,0.10584458077709612,27077.02,,,,Medium
2555,12764,Mozambique,PMO - US,From RDC,Air,,,2008-04-08,2008-04-05,2008-04-05,ARV,Adult,SCMS from RDC,30,12663,157274.46,12.42,0.41,"Aurobindo Unit III, India",No,251.64,8771.34,4230.0,,,-3.0,True,,0.0,2.0736028368794326,0.05577091156440785,166297.44,,,,Large
2556,12766,Haiti,PMO - US,From RDC,Air,,,2008-03-04,2008-02-21,2008-02-21,ARV,Adult,SCMS from RDC,60,32129,97672.16,3.04,0.05,"Ranbaxy, Paonta Shahib, India",No,156.28,26877.3,2584.0,,,-12.0,True,,0.0,10.401431888544892,0.27517872032317087,124705.74,,,,Large
2557,12770,Ethiopia,PMO - US,From RDC,Air,,,2007-12-20,2008-01-09,2008-01-09,ARV,Adult,SCMS from RDC,60,29500,89680.0,3.04,0.05,"Ranbaxy, Paonta Shahib, India",Yes,143.49,11273.0,1640.0,,,20.0,False,,0.0,6.873780487804878,0.12570249776984835,101096.49,,,,Large
2558,12771,Uganda,PMO - US,From RDC,Air,,,2008-02-15,2008-02-15,2008-02-15,ARV,Adult,SCMS from RDC,60,6500,48100.0,7.4,0.12,"Cipla, Goa, India",Yes,76.96,3609.2,667.0,,,0.0,True,,0.0,5.411094452773613,0.07503534303534304,51786.159999999996,,,,Medium
2559,12772,Côte d'Ivoire,PMO - US,From RDC,Air,,,2008-02-05,2008-02-05,2008-02-05,ARV,Adult,SCMS from RDC,60,5836,160665.08,27.53,0.46,"Aurobindo Unit III, India",No,257.06,5962.31,2093.0,,,0.0,True,,0.0,2.8486908743430486,0.037110179760281456,166884.44999999998,,,,Medium
2560,12773,Côte d'Ivoire,PMO - US,From RDC,Air,,,2008-02-01,2008-02-01,2008-02-01,ARV,Pediatric,SCMS from RDC,200,2326,3535.52,1.52,0.01,"Aurobindo Unit III, India",Yes,5.66,1704.79,232.0,,,0.0,True,,0.0,7.348232758620689,0.4821893243426709,5245.969999999999,,,,Medium
2561,11764,Zimbabwe,PMO - US,From RDC,Truck,,,2007-08-28,2007-08-28,2007-08-28,ARV,Adult,SCMS from RDC,60,1629,5978.43,3.67,0.06,"Aurobindo Unit III, India",Yes,9.57,912.45,152.0,,,0.0,True,,0.0,6.00296052631579,0.15262368213728353,6900.45,,,,Medium
2562,12776,Zimbabwe,PMO - US,From RDC,Air,,,2008-04-21,2008-04-21,2008-04-21,ARV,Adult,SCMS from RDC,30,1860,23101.2,12.42,0.41,Mylan (formerly Matrix) Nashik,No,36.96,15252.7,2519.0,,,0.0,True,,0.0,6.0550615323541095,0.66025574429034,38390.86,,,,Medium
2563,12777,Haiti,PMO - US,From RDC,Air,,,2008-07-04,2008-07-04,2008-07-04,ARV,Adult,SCMS from RDC,60,14995,141702.75,9.45,0.16,"Cipla, Goa, India",Yes,226.72,17289.0,1586.0,,,0.0,True,,0.0,10.901008827238336,0.12200892360945712,159218.47,,,,Large
2564,12778,Nigeria,PMO - US,From RDC,Air,,,2008-04-18,2008-04-18,2008-04-18,ARV,Adult,SCMS from RDC,30,16,420.0,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",No,0.67,2812.3,422.0,,,0.0,True,,0.0,6.664218009478674,6.695952380952382,3232.9700000000003,,,,Small
2565,12779,Côte d'Ivoire,PMO - US,From RDC,Air,,,2008-05-14,2008-05-14,2008-05-14,ARV,Adult,SCMS from RDC,60,3847,28467.8,7.4,0.12,"Cipla, Goa, India",Yes,45.55,1514.68,408.0,,,0.0,True,,0.0,3.712450980392157,0.05320678099466766,30028.03,,,,Medium
2566,12780,Nigeria,PMO - US,From RDC,Air,,,2008-05-14,2008-05-14,2008-05-14,ARV,Adult,SCMS from RDC,60,16610,220580.8,13.28,0.22,"Cipla, Goa, India",No,352.93,10098.25,2095.0,,,0.0,True,,0.0,4.820167064439141,0.045780276433851,231031.97999999998,,,,Large
2567,12781,Tanzania,PMO - US,From RDC,Truck,,,2008-06-30,2008-06-30,2008-06-30,ARV,Adult,SCMS from RDC,60,8805,25622.55,2.91,0.05,"Ranbaxy, Paonta Shahib, India",No,41.0,9330.0,15566.0,,,0.0,True,,0.0,0.5993832712321727,0.36413237558322653,34993.55,,,,Medium
2568,12782,Tanzania,PMO - US,From RDC,Truck,,,2008-06-30,2008-06-30,2008-06-30,ARV,Adult,SCMS from RDC,60,87768,298411.2,3.4,0.06,"Ranbaxy, Paonta Shahib, India",No,477.46,9330.0,15566.0,,,0.0,True,,0.0,0.5993832712321727,0.031265582525052675,308218.66000000003,,,,Large
2569,12783,Côte d'Ivoire,PMO - US,From RDC,Air,,,2008-06-02,2008-06-02,2008-06-02,ARV,Pediatric,SCMS from RDC,240,5536,10629.12,1.92,0.01,"Aurobindo Unit III, India",No,17.01,8787.28,4668.0,,,0.0,True,,0.0,1.882450728363325,0.826717545761079,19433.41,,,,Medium
2570,12784,Mozambique,PMO - US,From RDC,Truck,,,2008-07-18,2008-07-18,2008-07-18,ARV,Adult,SCMS from RDC,84,1358,13023.22,9.59,0.11,ABBVIE (Abbott) Logis. UK,Yes,20.84,2107.14,387.0,,,0.0,True,,0.0,5.444806201550387,0.1617986949464111,15151.199999999999,,,,Medium
2571,12785,Zambia,PMO - US,From RDC,Truck,,,2008-07-29,2008-07-29,2008-07-29,ARV,Adult,SCMS from RDC,60,9474,89529.3,9.45,0.16,"Aurobindo Unit III, India",No,143.25,2882.85,2115.0,,,0.0,True,,0.0,1.363049645390071,0.032200073048711426,92555.40000000001,,,,Medium
2572,12786,Tanzania,PMO - US,From RDC,Air,,,2008-08-21,2008-08-21,2008-08-21,ARV,Adult,SCMS from RDC,60,40000,296000.0,7.4,0.12,"Cipla, Goa, India",Yes,473.6,24594.29,4289.0,,,0.0,True,,0.0,5.734271391932852,0.08308881756756757,321067.88999999996,,,,Large
2573,12788,Haiti,PMO - US,From RDC,Air,,,2008-06-02,2008-06-02,2008-06-02,ARV,Pediatric,SCMS from RDC,240,224,3696.0,16.5,0.07,"Aurobindo Unit III, India",No,5.91,12508.65,1154.0,,,0.0,True,,0.0,10.839384748700173,3.384375,16210.56,,,,Small
2574,12068,Zimbabwe,PMO - US,From RDC,Truck,,,2007-05-20,2007-05-20,2007-05-20,ARV,Adult,SCMS from RDC,30,2800,45528.0,16.26,0.54,"Aurobindo Unit III, India",Yes,72.83784650630011,1130.49,246.0,,,0.0,True,,0.0,4.595487804878049,0.024830653663679494,46731.3278465063,,,,Medium
2575,12790,Haiti,PMO - US,From RDC,Air,,,2008-05-29,2008-05-29,2008-05-29,ARV,Adult,SCMS from RDC,60,270,7433.1,27.53,0.46,Mylan (formerly Matrix) Nashik,Yes,11.89,9711.2,862.0,,,0.0,True,,0.0,11.265893271461717,1.306480472481199,17156.190000000002,,,,Small
2576,12791,Haiti,PMO - US,From RDC,Air,,,2008-05-29,2008-05-29,2008-05-29,ARV,Pediatric,SCMS from RDC,240,2415,4757.55,1.97,0.01,"Aurobindo Unit III, India",No,7.61,9711.2,862.0,,,0.0,True,,0.0,11.265893271461717,2.041218694496117,14476.36,,,,Medium
2577,12792,Zimbabwe,PMO - US,From RDC,Air,,,2008-06-09,2008-06-09,2008-06-09,ARV,Adult,SCMS from RDC,30,1860,23101.2,12.42,0.41,"Aurobindo Unit III, India",No,36.96,3335.15,422.0,,,0.0,True,,0.0,7.903199052132702,0.14437128807161534,26473.31,,,,Medium
2578,12793,Cameroon,PMO - US,From RDC,Air,,,2008-08-20,2008-08-20,2008-08-20,HRDT,HIV test,SCMS from RDC,20,2000,64000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,102.4,7805.33,643.0,,,0.0,True,,0.0,12.138926905132193,0.12195828125,71907.73,,,,Medium
2579,12794,Zimbabwe,PMO - US,From RDC,Truck,,,2008-07-26,2008-07-26,2008-07-26,HRDT,HIV test,SCMS from RDC,25,4342,86840.0,20.0,0.8,"Standard Diagnostics, Korea",No,138.94,5663.0,1368.0,,,0.0,True,,0.0,4.139619883040936,0.06521188392445877,92641.94,,,,Medium
2580,12795,Haiti,PMO - US,From RDC,Air,,,2008-04-03,2008-04-03,2008-04-03,HRDT,HIV test,SCMS from RDC,100,15,1080.0,72.0,0.72,Inverness Japan,No,1.73,785.88,12.0,,,0.0,True,,0.0,65.49,0.7276666666666667,1867.6100000000001,,,,Small
2581,12796,Zambia,PMO - US,From RDC,Air,,,2008-06-19,2008-06-19,2008-06-19,ARV,Adult,SCMS from RDC,30,81198,162396.0,2.0,0.07,"Cipla, Goa, India",Yes,259.83,30610.2,4678.0,,,0.0,True,,0.0,6.543437366395896,0.188491095839799,193266.03,,,,Large
2582,12797,Haiti,PMO - US,From RDC,Air,,,2008-03-21,2008-03-21,2008-03-21,ARV,Pediatric,SCMS from RDC,240,128,2112.0,16.5,0.07,"Aurobindo Unit III, India",No,3.38,11340.2,938.0,,,0.0,True,,0.0,12.089765458422175,5.369412878787879,13455.58,,,,Small
2583,12798,Nigeria,PMO - US,From RDC,Air,,,2008-06-30,2008-06-30,2008-06-30,ARV,Adult,SCMS from RDC,30,48,816.0,17.0,0.57,"Aspen-OSD, Port Elizabeth, SA",Yes,1.31,213.75,4.0,,,0.0,True,,0.0,53.4375,0.2619485294117647,1031.06,,,,Small
2584,12800,Mozambique,PMO - US,From RDC,Air,,,2008-06-23,2008-06-23,2008-06-23,ARV,Adult,SCMS from RDC,30,2500,31050.0,12.42,0.41,"Aurobindo Unit III, India",No,49.68,4551.52,2955.0,,,0.0,True,,0.0,1.5402774957698817,0.14658679549114334,35651.200000000004,,,,Medium
2585,12801,Mozambique,PMO - US,From RDC,Air,,,2008-06-23,2008-06-23,2008-06-23,ARV,Adult,SCMS from RDC,60,1728,16416.0,9.5,0.16,"Cipla, Goa, India",No,26.27,4551.52,2955.0,,,0.0,True,,0.0,1.5402774957698817,0.2772612085769981,20993.79,,,,Medium
2586,12803,Zimbabwe,PMO - US,From RDC,Truck,,,2008-03-07,2008-03-07,2008-03-07,ARV,Adult,SCMS from RDC,60,3180,25917.0,8.15,0.14,"Aurobindo Unit III, India",Yes,41.47,1593.48,182.0,,,0.0,True,,0.0,8.755384615384616,0.06148396805185785,27551.95,,,,Medium
2587,12805,Kenya,PMO - US,From RDC,Truck,,,2008-03-31,2008-03-31,2008-03-31,HRDT,HIV test - Ancillary,SCMS from RDC,100,2000,20.0,0.01,0.0,Inverness Japan,No,0.03,405.97,490.0,,,0.0,True,,0.0,0.8285102040816327,20.2985,426.0,,,,Medium
2588,12806,Mozambique,PMO - US,From RDC,Air,,,2008-04-21,2008-04-21,2008-04-21,ARV,Adult,SCMS from RDC,60,3000,10200.0,3.4,0.06,Hetero Unit III Hyderabad IN,Yes,16.32,1074.95,168.0,,,0.0,True,,0.0,6.3985119047619055,0.10538725490196078,11291.27,,,,Medium
2589,12808,Uganda,PMO - US,From RDC,Air,,,2008-04-17,2008-04-17,2008-04-17,ARV,Pediatric,SCMS from RDC,240,127,243.84,1.92,0.01,"Aurobindo Unit III, India",Yes,0.39,740.34,46.0,,,0.0,True,,0.0,16.094347826086956,3.03617125984252,984.57,,,,Small
2590,12809,Ethiopia,PMO - US,From RDC,Air,,,2008-02-01,2008-03-06,2008-03-06,ARV,Adult,SCMS from RDC,60,30874,93856.96,3.04,0.05,"Ranbaxy, Paonta Shahib, India",Yes,150.17,9742.0,1822.0,,,34.0,False,,0.0,5.346871569703622,0.10379624483895493,103749.13,,,,Large
2591,12810,Zimbabwe,PMO - US,From RDC,Air,,,2008-06-17,2008-06-17,2008-06-17,HRDT,HIV test - Ancillary,SCMS from RDC,100,550,5.5,0.01,0.0,Inverness Japan,No,0.01,939.12,161.0,,,0.0,True,,0.0,5.83304347826087,170.7490909090909,944.63,,,,Small
2592,12811,Zimbabwe,PMO - US,From RDC,Truck,,,2008-06-17,2008-06-17,2008-06-17,HRDT,HIV test,SCMS from RDC,100,1800,129582.0,71.99,0.72,Inverness Japan,No,207.33,2185.82,526.0,,,0.0,True,,0.0,4.155551330798479,0.016868237872544028,131975.15,,,,Medium
2593,12812,Uganda,PMO - US,From RDC,Air,,,2008-08-21,2008-08-21,2008-08-21,ARV,Adult,SCMS from RDC,60,1400,18900.0,13.5,0.22,"Aurobindo Unit III, India",Yes,30.24,1282.6,156.0,,,0.0,True,,0.0,8.221794871794872,0.06786243386243386,20212.84,,,,Medium
2594,12813,Zambia,PMO - US,From RDC,Truck,,,2008-11-07,2008-11-07,2008-11-07,ARV,Adult,SCMS from RDC,30,35000,420350.0,12.01,0.4,Mylan (formerly Matrix) Nashik,Yes,823.89,2938.92,2641.0,,,0.0,True,,0.0,1.1128057553956834,0.006991602236231712,424112.81,,,,Large
2595,12814,Zambia,PMO - US,From RDC,Truck,,,2008-11-07,2008-11-07,2008-11-07,ARV,Adult,SCMS from RDC,60,50000,472500.0,9.45,0.16,"Aurobindo Unit III, India",Yes,926.1,2938.92,4585.0,,,0.0,True,,0.0,0.6409858233369684,0.0062199365079365085,476365.01999999996,,,,Large
2596,12817,Côte d'Ivoire,PMO - US,From RDC,Air,,,2009-01-19,2009-01-19,2009-01-19,ARV,Adult,SCMS from RDC,60,4100,13120.0,3.2,0.05,"Aurobindo Unit III, India",No,25.72,5048.32,1456.0,,,0.0,True,,0.0,3.467252747252747,0.384780487804878,18194.04,,,,Medium
2597,12818,Kenya,PMO - US,From RDC,Truck,,,2008-10-16,2008-10-16,2008-10-16,HRDT,HIV test,SCMS from RDC,25,19999,399980.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,783.96,1250.0,6074.0,,,0.0,True,,0.0,0.2057951926243003,0.003125156257812891,402013.96,,,,Large
2598,12819,Tanzania,PMO - US,From RDC,Truck,,,2008-08-22,2008-08-22,2008-08-22,ARV,Adult,SCMS from RDC,60,32544,94703.04,2.91,0.05,"Aurobindo Unit III, India",Yes,151.52,1700.32,1608.0,,,0.0,True,,0.0,1.057412935323383,0.01795422829087641,96554.88,,,,Large
2599,12820,Haiti,PMO - US,From RDC,Air,,,2008-08-11,2008-08-11,2008-08-11,ARV,Pediatric,SCMS from RDC,200,1500,2100.0,1.4,0.01,"Aurobindo Unit III, India",Yes,3.36,3022.74,235.0,,,0.0,True,,0.0,12.862723404255318,1.4393999999999998,5126.099999999999,,,,Medium
2600,12821,Haiti,PMO - US,From RDC,Air,,,2008-08-11,2008-08-11,2008-08-11,ARV,Pediatric,SCMS from RDC,30,1500,3360.0,2.24,0.07,"Aurobindo Unit III, India",No,5.38,3022.74,235.0,,,0.0,True,,0.0,12.862723404255318,0.8996249999999999,6388.12,,,,Medium
2601,12822,Nigeria,PMO - US,From RDC,Air,,,2008-11-17,2008-11-17,2008-11-17,ARV,Adult,SCMS from RDC,336,2,76.72,38.36,0.11,ABBVIE (Abbott) France,No,0.15,4984.4,127.0,,,0.0,True,,0.0,39.24724409448819,64.96871741397288,5061.2699999999995,,,,Small
2602,12823,Nigeria,PMO - US,From RDC,Air,,,2008-11-20,2008-11-20,2008-11-20,ARV,Adult,SCMS from RDC,60,1152,4492.8,3.9,0.06,Mylan (formerly Matrix) Nashik,Yes,8.81,1266.05,85.0,,,0.0,True,,0.0,14.894705882352941,0.28179531695156695,5767.660000000001,,,,Medium
2603,12824,Nigeria,PMO - US,From RDC,Air,,,2008-08-31,2008-08-31,2008-08-31,ARV,Adult,SCMS from RDC,30,4,105.0,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",No,0.17,1151.48,82.0,,,0.0,True,,0.0,14.042439024390244,10.966476190476191,1256.65,,,,Small
2604,12825,Nigeria,PMO - US,From RDC,Air,,,2008-09-16,2008-09-16,2008-09-16,ARV,Adult,SCMS from RDC,60,784,3057.6,3.9,0.06,Mylan (formerly Matrix) Nashik,Yes,4.89,1102.98,58.0,,,0.0,True,,0.0,19.016896551724138,0.3607339089481947,4165.47,,,,Small
2605,12826,Pakistan,PMO - US,From RDC,Air,,,2008-11-17,2008-11-17,2008-11-17,HRDT,HIV test - Ancillary,SCMS from RDC,100,12,0.12,0.01,0.0,Inverness Japan,No,0.0,851.24,19.0,,,0.0,True,,0.0,44.8021052631579,7093.666666666667,851.36,,,,Small
2606,12827,Nigeria,PMO - US,From RDC,Air,,,2008-09-26,2008-09-26,2008-09-26,ARV,Adult,SCMS from RDC,120,94,3863.4,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,6.18,1058.0,27.0,,,0.0,True,,0.0,39.18518518518518,0.2738520474193715,4927.58,,,,Small
2607,12828,Kenya,PMO - US,From RDC,Truck,,,2008-09-25,2008-09-25,2008-09-25,HRDT,HIV test,SCMS from RDC,25,20000,400000.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,640.0,1250.0,6067.0,,,0.0,True,,0.0,0.2060326355694742,0.003125,401890.0,,,,Large
2608,12829,Zambia,PMO - US,From RDC,Truck,,,2008-09-23,2008-09-23,2008-09-23,ARV,Adult,SCMS from RDC,60,50000,472500.0,9.45,0.16,"Aurobindo Unit III, India",No,756.0,6269.7,6986.0,,,0.0,True,,0.0,0.8974663612940166,0.013269206349206348,479525.7,,,,Large
2609,12830,Kenya,PMO - US,From RDC,Air,,,2009-01-15,2009-01-15,2009-01-15,ARV,Adult,SCMS from RDC,30,3770,37.7,0.01,0.0,"Aurobindo Unit III, India",Yes,0.07,,,,,0.0,True,,0.0,,,,,,,Medium
2610,12334,Zimbabwe,PMO - US,From RDC,Truck,,,2007-03-23,2007-03-23,2007-03-23,ARV,Adult,SCMS from RDC,30,7000,113750.0,16.25,0.54,"Aurobindo Unit III, India",Yes,181.98262695685375,1886.21,581.0,,,0.0,True,,0.0,3.246488812392427,0.016582065934065936,115818.19262695686,,,,Medium
2611,12836,Mozambique,PMO - US,From RDC,Air,,,2009-02-21,2009-02-21,2009-02-21,ARV,Adult,SCMS from RDC,180,252,12600.0,50.0,0.28,"MSD, Haarlem, NL",No,24.7,3671.92,6036.0,,,0.0,True,,0.0,0.608336646785951,0.29142222222222225,16296.62,,,,Small
2612,12837,Zimbabwe,PMO - US,From RDC,Truck,,,2009-02-16,2009-02-16,2009-02-16,ARV,Adult,SCMS from RDC,30,4000,48040.0,12.01,0.4,"Aurobindo Unit III, India",No,94.16,35513.01,8912.0,,,0.0,True,,0.0,3.9848530071813286,0.7392383430474605,83647.17000000001,,,,Medium
2613,12838,Mozambique,PMO - US,From RDC,Air,,,2008-09-05,2008-09-05,2008-09-05,ARV,Adult,SCMS from RDC,60,11980,46722.0,3.9,0.06,Mylan (formerly Matrix) Nashik,No,74.76,3227.48,4211.0,,,0.0,True,,0.0,0.7664402754690097,0.06907837849407132,50024.240000000005,,,,Large
2614,12839,Ethiopia,PMO - US,From RDC,Truck,,,2008-09-16,2008-09-16,2008-09-16,ARV,Adult,SCMS from RDC,336,14,537.04,38.36,0.11,ABBVIE (Abbott) Logis. UK,Yes,0.86,505.0,25.0,,,0.0,True,,0.0,20.2,0.9403396395054373,1042.8999999999999,,,,Small
2615,12840,Ethiopia,PMO - US,From RDC,Truck,,,2008-09-16,2008-09-16,2008-09-16,ARV,Adult,SCMS from RDC,180,50,2500.0,50.0,0.28,"MSD, Haarlem, NL",No,4.0,505.0,25.0,,,0.0,True,,0.0,20.2,0.202,3009.0,,,,Small
2616,12841,Ethiopia,PMO - US,From RDC,Air,,,2008-12-19,2008-12-19,2008-12-19,ARV,Pediatric,SCMS from RDC,240,2005,3809.5,1.9,0.01,"Aurobindo Unit III, India",Yes,7.47,4983.22,692.0,,,0.0,True,,0.0,7.201184971098266,1.3081034256464104,8800.19,,,,Medium
